S.No,Flight Number,Date,From,To,Aircraft,Flight time,STD,ATD,STA,Unnamed: 10,ATA,Unnamed: 12,Unnamed: 13,__sheet__,dep_delay_min,arr_delay_min
299,6E5092,2025-07-21,Mumbai(BOM),Bengaluru(BLR),A21N(VT-NCD),01:26:00,2025-07-21 09:50:00,2025-07-21 11:08:00,2025-07-21 12:00:00,,2025-07-21 12:33:00,,,9AM - 12PM,78.0,33.0
300,6E5313,2025-07-21,Mumbai(BOM),Chennai(MAA),A21N(VT-ILH),01:31:00,2025-07-21 09:55:00,2025-07-21 12:44:00,2025-07-21 12:00:00,,2025-07-21 14:15:00,,,9AM - 12PM,169.0,135.0
301,AI2430,2025-07-21,Mumbai(BOM),Delhi(DEL),A20N(VT-TQO),01:42:00,2025-07-21 10:00:00,2025-07-21 12:03:00,2025-07-21 12:15:00,,2025-07-21 13:45:00,,,9AM - 12PM,123.0,90.0
302,6E5165,2025-07-21,Mumbai(BOM),Kolkata(CCU),A21N(VT-ICT),02:24:00,2025-07-21 10:05:00,2025-07-21 11:26:00,2025-07-21 12:55:00,,2025-07-21 13:51:00,,,9AM - 12PM,81.0,56.0
303,AI2107,2025-07-21,Mumbai(BOM),Singapore(SIN),A21N(VT-TVF),05:14:00,2025-07-21 10:05:00,2025-07-21 12:04:00,2025-07-21 18:30:00,,2025-07-21 19:48:00,,,9AM - 12PM,119.0,78.0
304,AI2877,2025-07-21,Mumbai(BOM),Hyderabad(HYD),A20N(VT-TQM),01:06:00,2025-07-21 10:05:00,2025-07-21 12:09:00,2025-07-21 11:35:00,,2025-07-21 13:15:00,,,9AM - 12PM,124.0,100.0
305,WY202,2025-07-21,Mumbai(BOM),Muscat(MCT),B739(A4O-BT),02:04:00,2025-07-21 10:05:00,2025-07-21 12:17:00,2025-07-21 11:15:00,,2025-07-21 12:51:00,,,6AM - 9AM,132.0,96.0
306,6E791,2025-07-21,Mumbai(BOM),Jabalpur(JLR),A20N(VT-ITR),01:27:00,2025-07-21 10:10:00,2025-07-21 12:31:00,2025-07-21 12:05:00,,2025-07-21 13:58:00,,,9AM - 12PM,141.0,113.0
307,EK505,2025-07-21,Mumbai(BOM),Dubai(DXB),B77L(A6-EWF),02:16:00,2025-07-21 10:15:00,2025-07-21 12:47:00,2025-07-21 11:45:00,,2025-07-21 13:32:00,,,9AM - 12PM,152.0,107.0
308,6E5181,2025-07-21,Mumbai(BOM),Indore(IDR),A21N(VT-IBO),00:59:00,2025-07-21 10:20:00,2025-07-21 11:15:00,2025-07-21 11:45:00,,2025-07-21 12:14:00,,,9AM - 12PM,55.0,29.0
309,AI695,2025-07-21,Mumbai(BOM),Varanasi(VNS),A319(VT-SCF),01:58:00,2025-07-21 10:20:00,2025-07-21 12:14:00,2025-07-21 12:35:00,,2025-07-21 14:12:00,,,9AM - 12PM,114.0,97.0
310,AI633,2025-07-21,Mumbai(BOM),Bhopal(BHO),A321(VT-PPM),01:19:00,2025-07-21 10:25:00,2025-07-21 12:51:00,2025-07-21 12:05:00,,2025-07-21 14:11:00,,,9AM - 12PM,146.0,126.0
311,AI2994,2025-07-21,Mumbai(BOM),Delhi(DEL),A20N(VT-TNW),01:48:00,2025-07-21 10:30:00,2025-07-21 12:49:00,2025-07-21 12:45:00,,2025-07-21 14:37:00,,,9AM - 12PM,139.0,112.0
312,6E535,2025-07-21,Mumbai(BOM),Darbhanga(DBR),A320(VT-IFN),02:21:00,2025-07-21 10:35:00,2025-07-21 13:12:00,2025-07-21 13:05:00,,2025-07-21 15:33:00,,,9AM - 12PM,157.0,148.0
313,6E624,2025-07-21,Mumbai(BOM),Thiruvananthapuram(TRV),A21N(VT-IML),01:50:00,2025-07-21 10:35:00,2025-07-21 13:51:00,2025-07-21 12:50:00,,2025-07-21 15:42:00,,,9AM - 12PM,196.0,172.0
314,6E6118,2025-07-21,Mumbai(BOM),Tiruchirapalli(TRZ),A21N(VT-ICF),01:35:00,2025-07-21 10:35:00,2025-07-21 14:01:00,2025-07-21 12:40:00,,2025-07-21 15:35:00,,,9AM - 12PM,206.0,175.0
315,6E6087,2025-07-21,Mumbai(BOM),Kannur(CNN),A20N(VT-ISA),01:18:00,2025-07-21 10:40:00,2025-07-21 12:50:00,2025-07-21 12:25:00,,2025-07-21 14:08:00,,,9AM - 12PM,130.0,103.0
316,6E5321,2025-07-21,Mumbai(BOM),Rajkot(HSR),A21N(VT-IRZ),00:46:00,2025-07-21 10:45:00,2025-07-21 12:58:00,2025-07-21 11:55:00,,2025-07-21 13:44:00,,,9AM - 12PM,133.0,109.0
317,AI673,2025-07-21,Mumbai(BOM),Patna(PAT),A20N(VT-CIN),02:05:00,2025-07-21 10:50:00,2025-07-21 12:26:00,2025-07-21 13:20:00,,2025-07-21 14:31:00,,,9AM - 12PM,96.0,71.0
318,QP1529,2025-07-21,Mumbai(BOM),Darbhanga(DBR),B38M(VT-YAA),02:23:00,2025-07-21 10:50:00,2025-07-21 13:22:00,2025-07-21 13:30:00,,2025-07-21 15:44:00,,,9AM - 12PM,152.0,134.0
319,6E673,2025-07-21,Mumbai(BOM),Cochin(COK),A21N(VT-IWR),01:30:00,2025-07-21 10:55:00,2025-07-21 13:36:00,2025-07-21 12:50:00,,2025-07-21 15:07:00,,,9AM - 12PM,161.0,137.0
320,VS355,2025-07-21,Mumbai(BOM),London(LHR),B789(G-VMAP),08:41:00,2025-07-21 10:55:00,2025-07-21 13:45:00,2025-07-21 16:15:00,,2025-07-21 17:56:00,,,9AM - 12PM,170.0,101.0
321,AI611,2025-07-21,Mumbai(BOM),Jaipur(JAI),A20N(VT-TQK),01:26:00,2025-07-21 11:00:00,2025-07-21 13:02:00,2025-07-21 12:55:00,,2025-07-21 14:28:00,,,9AM - 12PM,122.0,93.0
322,AI2444,2025-07-21,Mumbai(BOM),Hyderabad(HYD),A20N(VT-TQW),01:08:00,2025-07-21 11:00:00,2025-07-21 13:05:00,2025-07-21 12:30:00,,2025-07-21 14:13:00,,,9AM - 12PM,125.0,103.0
323,QP1385,2025-07-21,Mumbai(BOM),Siliguri(IXB),B38M(VT-YAU),02:34:00,2025-07-21 11:00:00,2025-07-21 13:30:00,2025-07-21 14:05:00,,2025-07-21 16:04:00,,,9AM - 12PM,150.0,119.0
324,AI647,2025-07-21,Mumbai(BOM),Jamnagar(JGA),A20N(VT-CIG),00:50:00,2025-07-21 11:00:00,2025-07-21 13:34:00,2025-07-21 12:25:00,,2025-07-21 14:24:00,,,9AM - 12PM,154.0,119.0
325,SV771,2025-07-21,Mumbai(BOM),Jeddah(JED),B77W(HZ-AK19),03:55:00,2025-07-21 11:05:00,2025-07-21 13:07:00,2025-07-21 13:25:00,,2025-07-21 14:33:00,,,9AM - 12PM,122.0,68.0
326,6E1157,2025-07-21,Mumbai(BOM),Kathmandu(KTM),A20N(VT-IXF),02:19:00,2025-07-21 11:05:00,2025-07-21 13:27:00,2025-07-21 14:05:00,,2025-07-21 16:01:00,,,9AM - 12PM,142.0,116.0
327,ET641,2025-07-21,Mumbai(BOM),Addis Ababa(ADD),A359(ET-AUA),04:37:00,2025-07-21 11:05:00,2025-07-21 13:38:00,2025-07-21 14:00:00,,2025-07-21 15:46:00,,,9AM - 12PM,153.0,106.0
328,6E5307,2025-07-21,Mumbai(BOM),Goa(GOI),A21N(VT-IRV),00:53:00,2025-07-21 11:10:00,2025-07-21 13:10:00,2025-07-21 12:35:00,,2025-07-21 14:04:00,,,9AM - 12PM,120.0,89.0
329,EY201,2025-07-21,Mumbai(BOM),Abu Dhabi(AUH),A320(A6-EIP),02:23:00,2025-07-21 11:10:00,2025-07-21 13:13:00,2025-07-21 13:00:00,,2025-07-21 14:06:00,,,9AM - 12PM,123.0,66.0
330,6E5316,2025-07-21,Mumbai(BOM),Bareilly(BEK),A20N(VT-IPD),02:00:00,2025-07-21 11:10:00,2025-07-21 13:41:00,2025-07-21 13:40:00,,2025-07-21 15:41:00,,,9AM - 12PM,151.0,121.0
331,6E6827,2025-07-21,Mumbai(BOM),Delhi(DEL),A21N(VT-IWV),01:41:00,2025-07-21 11:15:00,2025-07-21 13:49:00,2025-07-21 13:30:00,,2025-07-21 15:30:00,,,9AM - 12PM,154.0,120.0
332,9I623,2025-07-21,Mumbai(BOM),Diu(DIU),AT76(VT-AIY),00:43:00,2025-07-21 11:15:00,2025-07-21 14:08:00,2025-07-21 12:20:00,,2025-07-21 14:51:00,,,9AM - 12PM,173.0,151.0
333,AI2632,2025-07-21,Mumbai(BOM),Bengaluru(BLR),A20N(VT-TNU),01:20:00,2025-07-21 11:20:00,2025-07-21 14:33:00,2025-07-21 13:05:00,,2025-07-21 15:53:00,,,9AM - 12PM,193.0,168.0
334,AI2841,2025-07-21,Mumbai(BOM),Goa(GOI),A21N(VT-TVI),00:50:00,2025-07-21 11:30:00,2025-07-21 13:24:00,2025-07-21 12:45:00,,2025-07-21 14:14:00,,,9AM - 12PM,114.0,89.0
335,6E5217,2025-07-21,Mumbai(BOM),Bengaluru(BLR),A21N(VT-NCQ),01:18:00,2025-07-21 11:30:00,2025-07-21 14:01:00,2025-07-21 13:20:00,,2025-07-21 15:20:00,,,9AM - 12PM,151.0,120.0
336,SG2905,2025-07-21,Mumbai(BOM),Kandla(IXY),DH8D(VT-SQD),01:06:00,2025-07-21 11:30:00,2025-07-21 14:08:00,2025-07-21 13:00:00,,2025-07-21 15:13:00,,,9AM - 12PM,158.0,133.0
337,AI2471,2025-07-21,Mumbai(BOM),Kolkata(CCU),A20N(VT-TQC),02:28:00,2025-07-21 11:40:00,2025-07-21 13:11:00,2025-07-21 14:30:00,,2025-07-21 15:39:00,,,9AM - 12PM,91.0,69.0
338,AI2419,2025-07-21,Mumbai(BOM),Delhi(DEL),A20N(VT-TQT),01:41:00,2025-07-21 11:40:00,2025-07-21 13:16:00,2025-07-21 14:00:00,,2025-07-21 14:57:00,,,9AM - 12PM,96.0,57.0
339,SQ421,2025-07-21,Mumbai(BOM),Singapore(SIN),B78X(9V-SCN),05:03:00,2025-07-21 11:45:00,2025-07-21 13:43:00,2025-07-21 19:50:00,,2025-07-21 21:15:00,,,9AM - 12PM,118.0,85.0
340,6E5206,2025-07-21,Mumbai(BOM),Chennai(MAA),A21N(VT-IBY),01:35:00,2025-07-21 11:50:00,2025-07-21 13:33:00,2025-07-21 14:05:00,,2025-07-21 15:09:00,,,9AM - 12PM,103.0,64.0
341,6E5097,2025-07-21,Mumbai(BOM),Hyderabad(HYD),A21N(VT-IUO),01:06:00,2025-07-21 11:55:00,2025-07-21 14:00:00,2025-07-21 13:35:00,,2025-07-21 15:06:00,,,9AM - 12PM,125.0,91.0
342,AI2503,2025-07-21,Mumbai(BOM),Coimbatore(CJB),A20N(VT-RTK),01:29:00,2025-07-21 12:00:00,2025-07-21 13:35:00,2025-07-21 13:45:00,,2025-07-21 15:04:00,,,9AM - 12PM,95.0,79.0
343,6E5276,2025-07-21,Mumbai(BOM),Gwalior(GWL),A20N(VT-IIS),01:32:00,2025-07-21 12:00:00,2025-07-21 13:48:00,2025-07-21 14:00:00,,2025-07-21 15:19:00,,,9AM - 12PM,108.0,79.0
344,6E762,2025-07-22,Mumbai(BOM),Delhi(DEL),A21N(VT-ICF),01:37:00,2025-07-22 06:00:00,2025-07-22 06:08:00,2025-07-22 07:55:00,,2025-07-22 07:45:00,,,6AM - 9AM,8.0,-10.0
345,AI2625,2025-07-22,Mumbai(BOM),Hyderabad(HYD),A20N(VT-TQF),01:06:00,2025-07-22 06:00:00,2025-07-22 06:39:00,2025-07-22 07:25:00,,2025-07-22 07:45:00,,,6AM - 9AM,39.0,20.0
346,AI2509,2025-07-22,Mumbai(BOM),Chandigarh(IXC),A20N(VT-RTU),01:50:00,2025-07-22 06:00:00,2025-07-22 07:30:00,2025-07-22 08:10:00,,2025-07-22 09:20:00,,,6AM - 9AM,90.0,70.0
347,6E5352,2025-07-22,Mumbai(BOM),Bengaluru(BLR),A21N(VT-IWU),01:21:00,2025-07-22 06:05:00,2025-07-22 06:16:00,2025-07-22 07:55:00,,2025-07-22 07:37:00,,,6AM - 9AM,11.0,-18.0
348,QP1891,2025-07-22,Mumbai(BOM),Srinagar(SXR),B38M(VT-YBE),02:19:00,2025-07-22 06:05:00,2025-07-22 06:18:00,2025-07-22 08:45:00,,2025-07-22 08:37:00,,,6AM - 9AM,13.0,-8.0
349,6E5349,2025-07-22,Mumbai(BOM),Nagpur(NAG),A21N(VT-ILC),01:05:00,2025-07-22 06:10:00,2025-07-22 06:17:00,2025-07-22 07:45:00,,2025-07-22 07:22:00,,,6AM - 9AM,7.0,-23.0
350,6E1185,2025-07-22,Mumbai(BOM),Colombo(CMB),A20N(VT-IIQ),02:03:00,2025-07-22 06:10:00,2025-07-22 07:07:00,2025-07-22 08:45:00,,2025-07-22 09:10:00,,,6AM - 9AM,57.0,25.0
351,QO342,2025-07-22,Mumbai(BOM),Delhi(DEL),B738(VT-AAZ),01:39:00,2025-07-22 06:15:00,2025-07-22 06:11:00,2025-07-22 08:25:00,,2025-07-22 07:49:00,,,6AM - 9AM,-4.0,-36.0
352,6E6794,2025-07-22,Mumbai(BOM),Udaipur(UDR),A21N(VT-ICO),01:00:00,2025-07-22 06:15:00,2025-07-22 06:22:00,2025-07-22 07:40:00,,2025-07-22 07:22:00,,,6AM - 9AM,7.0,-18.0
353,6E5223,2025-07-22,Mumbai(BOM),Raipur(RPR),A21N(VT-IRZ),01:28:00,2025-07-22 06:20:00,2025-07-22 06:27:00,2025-07-22 08:15:00,,2025-07-22 07:55:00,,,6AM - 9AM,7.0,-20.0
354,6E446,2025-07-22,Mumbai(BOM),Ahmedabad(AMD),A20N(VT-IJX),00:50:00,2025-07-22 06:20:00,2025-07-22 06:33:00,2025-07-22 07:40:00,,2025-07-22 07:23:00,,,6AM - 9AM,13.0,-17.0
355,6E5188,2025-07-22,Mumbai(BOM),Chennai(MAA),A21N(VT-ILG),01:31:00,2025-07-22 06:25:00,2025-07-22 06:32:00,2025-07-22 08:30:00,,2025-07-22 08:03:00,,,6AM - 9AM,7.0,-27.0
356,OV760,2025-07-22,Mumbai(BOM),Muscat(MCT),A20N(A4O-OVI),02:01:00,2025-07-22 06:25:00,2025-07-22 06:45:00,2025-07-22 07:25:00,,2025-07-22 07:15:00,,,6AM - 9AM,20.0,-10.0
357,GF57,2025-07-22,Mumbai(BOM),Bahrain(BAH),A21N(A9C-XD),02:56:00,2025-07-22 06:30:00,2025-07-22 06:36:00,2025-07-22 07:30:00,,2025-07-22 07:02:00,,,6AM - 9AM,6.0,-28.0
358,6E1601,2025-07-22,Mumbai(BOM),Jakarta(CGK),A20N(VT-IXM),05:55:00,2025-07-22 06:35:00,2025-07-22 07:11:00,2025-07-22 14:50:00,,2025-07-22 14:36:00,,,6AM - 9AM,36.0,-14.0
359,AI2603,2025-07-22,Mumbai(BOM),Bengaluru(BLR),A20N(VT-RTN),01:20:00,2025-07-22 06:35:00,2025-07-22 07:15:00,2025-07-22 08:30:00,,2025-07-22 08:35:00,,,6AM - 9AM,40.0,5.0
360,6E 294,2025-07-22,Mumbai(BOM),Indore(IDR),A21N(VT-IRW),00:56:00,2025-07-22 06:40:00,2025-07-22 06:52:00,2025-07-22 08:00:00,,2025-07-22 07:48:00,,,6AM - 9AM,12.0,-12.0
361,AI2428,2025-07-22,Mumbai(BOM),Delhi(DEL),A20N(VT-TNJ),01:43:00,2025-07-22 06:40:00,2025-07-22 07:00:00,2025-07-22 08:45:00,,2025-07-22 08:43:00,,,6AM - 9AM,20.0,-2.0
362,TK721,2025-07-22,Mumbai(BOM),Istanbul(IST),A333(TC-LNE),06:07:00,2025-07-22 06:40:00,2025-07-22 07:47:00,2025-07-22 10:55:00,,2025-07-22 11:24:00,,,6AM - 9AM,67.0,29.0
363,AI2771,2025-07-22,Mumbai(BOM),Kolkata(CCU),A20N(VT-TQV),02:39:00,2025-07-22 06:45:00,2025-07-22 06:53:00,2025-07-22 09:30:00,,2025-07-22 09:32:00,,,6AM - 9AM,8.0,2.0
364,IX1069,2025-07-22,Mumbai(BOM),Jaipur(JAI),B38M(VT-BXH),01:26:00,2025-07-22 06:45:00,2025-07-22 06:57:00,2025-07-22 08:40:00,,2025-07-22 08:23:00,,,6AM - 9AM,12.0,-17.0
365,AI2821,2025-07-22,Mumbai(BOM),Chennai(MAA),A20N(VT-EXU),01:38:00,2025-07-22 06:50:00,2025-07-22 06:59:00,2025-07-22 08:55:00,,2025-07-22 08:37:00,,,6AM - 9AM,9.0,-18.0
366,AI601,2025-07-22,Mumbai(BOM),Bhuj(BHJ),A321(VT-PPO),01:03:00,2025-07-22 06:50:00,2025-07-22 07:01:00,2025-07-22 08:05:00,,2025-07-22 08:04:00,,,6AM - 9AM,11.0,-1.0
367,SG115,2025-07-22,Mumbai(BOM),Darbhanga(DBR),B738(VT-SLG),02:21:00,2025-07-22 06:50:00,2025-07-22 07:04:00,2025-07-22 09:15:00,,2025-07-22 09:25:00,,,6AM - 9AM,14.0,10.0
368,6E 301,2025-07-22,Mumbai(BOM),Delhi(DEL),A21N(VT-NCN),01:40:00,2025-07-22 07:00:00,2025-07-22 07:08:00,2025-07-22 09:10:00,,2025-07-22 08:48:00,,,6AM - 9AM,8.0,-22.0
369,AI2873,2025-07-22,Mumbai(BOM),Hyderabad(HYD),A20N(VT-TQA),01:07:00,2025-07-22 07:00:00,2025-07-22 07:13:00,2025-07-22 08:40:00,,2025-07-22 08:20:00,,,6AM - 9AM,13.0,-20.0
370,6E6133,2025-07-22,Mumbai(BOM),Rajkot(HSR),A21N(VT-IMM),00:46:00,2025-07-22 07:05:00,2025-07-22 07:06:00,2025-07-22 08:15:00,,2025-07-22 07:51:00,,,6AM - 9AM,1.0,-24.0
371,QP1410,2025-07-22,Mumbai(BOM),Delhi(DEL),B38M(VT-YAM),01:41:00,2025-07-22 07:05:00,2025-07-22 07:19:00,2025-07-22 09:20:00,,2025-07-22 09:00:00,,,6AM - 9AM,14.0,-20.0
372,6E5246,2025-07-22,Mumbai(BOM),Hyderabad(HYD),A21N(VT-IRY),01:06:00,2025-07-22 07:20:00,2025-07-22 07:20:00,2025-07-22 08:50:00,,2025-07-22 08:26:00,,,6AM - 9AM,0.0,-24.0
373,6E5172,2025-07-22,Mumbai(BOM),Bhopal(BHO),A20N(VT-IIH),01:06:00,2025-07-22 07:25:00,2025-07-22 07:23:00,2025-07-22 09:00:00,,2025-07-22 08:30:00,,,6AM - 9AM,-2.0,-30.0
374,6E5284,2025-07-22,Mumbai(BOM),Goa(GOX),A20N(VT-IIW),00:50:00,2025-07-22 07:25:00,2025-07-22 07:27:00,2025-07-22 08:35:00,,2025-07-22 08:17:00,,,6AM - 9AM,2.0,-18.0
375,AI623,2025-07-22,Mumbai(BOM),Cochin(COK),A20N(VT-EXN),01:35:00,2025-07-22 07:25:00,2025-07-22 07:44:00,2025-07-22 09:30:00,,2025-07-22 09:20:00,,,6AM - 9AM,19.0,-10.0
376,AI2183,2025-07-22,Mumbai(BOM),Dhaka(DAC),A20N(VT-TNV),02:46:00,2025-07-22 07:25:00,2025-07-22 08:06:00,2025-07-22 10:45:00,,2025-07-22 11:23:00,,,6AM - 9AM,41.0,38.0
377,6E5296,2025-07-22,Mumbai(BOM),Bengaluru(BLR),A21N(VT-NCK),01:18:00,2025-07-22 07:30:00,2025-07-22 07:40:00,2025-07-22 09:30:00,,2025-07-22 08:59:00,,,6AM - 9AM,10.0,-31.0
378,6E5108,2025-07-22,Mumbai(BOM),Coimbatore(CJB),A20N(VT-IQG),01:27:00,2025-07-22 07:35:00,2025-07-22 07:33:00,2025-07-22 09:30:00,,2025-07-22 09:01:00,,,6AM - 9AM,-2.0,-29.0
379,AI2851,2025-07-22,Mumbai(BOM),Bengaluru(BLR),A20N(VT-ATV),01:31:00,2025-07-22 07:40:00,2025-07-22 07:58:00,2025-07-22 09:45:00,,2025-07-22 09:28:00,,,6AM - 9AM,18.0,-17.0
380,6E6543,2025-07-22,Mumbai(BOM),Varanasi(VNS),A21N(VT-IRV),01:51:00,2025-07-22 07:40:00,2025-07-22 08:09:00,2025-07-22 09:55:00,,2025-07-22 10:00:00,,,6AM - 9AM,29.0,5.0
381,QP1524,2025-07-22,Mumbai(BOM),Lucknow(LKO),B38M(VT-YAQ),01:49:00,2025-07-22 07:45:00,2025-07-22 08:02:00,2025-07-22 10:00:00,,2025-07-22 09:51:00,,,6AM - 9AM,17.0,-9.0
382,6E5329,2025-07-22,Mumbai(BOM),Kolkata(CCU),A21N(VT-IBD),02:28:00,2025-07-22 07:45:00,2025-07-22 08:12:00,2025-07-22 10:45:00,,2025-07-22 10:40:00,,,6AM - 9AM,27.0,-5.0
383,AI2354,2025-07-22,Mumbai(BOM),Bangkok(BKK),A20N(VT-RTS),04:11:00,2025-07-22 07:45:00,2025-07-22 08:16:00,2025-07-22 13:35:00,,2025-07-22 13:58:00,,,6AM - 9AM,31.0,23.0
384,6E5305,2025-07-22,Mumbai(BOM),Siliguri(IXB),A20N(VT-IQF),02:29:00,2025-07-22 07:50:00,2025-07-22 08:03:00,2025-07-22 10:55:00,,2025-07-22 10:31:00,,,6AM - 9AM,13.0,-24.0
385,6E333,2025-07-22,Mumbai(BOM),Delhi(DEL),A21N(VT-NCJ),01:50:00,2025-07-22 08:05:00,2025-07-22 08:23:00,2025-07-22 10:15:00,,2025-07-22 10:13:00,,,6AM - 9AM,18.0,-2.0
386,6E1451,2025-07-22,Mumbai(BOM),Dubai(DXB),A20N(VT-IZE),02:28:00,2025-07-22 08:10:00,2025-07-22 08:28:00,2025-07-22 09:40:00,,2025-07-22 09:26:00,,,6AM - 9AM,18.0,-14.0
387,6E6258,2025-07-22,Mumbai(BOM),Goa(GOX),A21N(VT-ICK),00:46:00,2025-07-22 08:15:00,2025-07-22 08:29:00,2025-07-22 09:30:00,,2025-07-22 09:15:00,,,6AM - 9AM,14.0,-15.0
388,6E5204,2025-07-22,Mumbai(BOM),Chennai(MAA),A21N(VT-IBW),01:34:00,2025-07-22 08:15:00,2025-07-22 08:32:00,2025-07-22 10:10:00,,2025-07-22 10:06:00,,,6AM - 9AM,17.0,-4.0
389,6E532,2025-07-22,Mumbai(BOM),Tirupati(TIR),A21N(VT-ICZ),01:29:00,2025-07-22 08:30:00,2025-07-22 08:38:00,2025-07-22 10:20:00,,2025-07-22 10:06:00,,,6AM - 9AM,8.0,-14.0
390,6E5281,2025-07-22,Mumbai(BOM),Jaipur(JAI),A20N(VT-IQH),01:23:00,2025-07-22 08:35:00,2025-07-22 08:42:00,2025-07-22 10:25:00,,2025-07-22 10:05:00,,,6AM - 9AM,7.0,-20.0
391,6E1011,2025-07-22,Mumbai(BOM),Singapore(SIN),A21N(VT-ILN),05:10:00,2025-07-22 08:40:00,2025-07-22 08:52:00,2025-07-22 17:20:00,,2025-07-22 16:32:00,,,6AM - 9AM,12.0,-48.0
392,QP1781,2025-07-22,Mumbai(BOM),Ahmedabad(AMD),B38M(VT-YAR),01:02:00,2025-07-22 08:40:00,2025-07-22 09:05:00,2025-07-22 10:00:00,,2025-07-22 10:07:00,,,6AM - 9AM,25.0,7.0
393,6E5193,2025-07-22,Mumbai(BOM),Bengaluru(BLR),A21N(VT-IWQ),01:23:00,2025-07-22 08:45:00,2025-07-22 08:47:00,2025-07-22 10:45:00,,2025-07-22 10:10:00,,,6AM - 9AM,2.0,-35.0
394,AI2432,2025-07-22,Mumbai(BOM),Delhi(DEL),A20N(VT-TNE),02:07:00,2025-07-22 08:45:00,2025-07-22 09:07:00,2025-07-22 10:55:00,,2025-07-22 11:14:00,,,6AM - 9AM,22.0,19.0
395,6E6674,2025-07-22,Mumbai(BOM),Mangaluru(IXE),A20N(VT-IVB),01:03:00,2025-07-22 08:50:00,2025-07-22 08:54:00,2025-07-22 10:20:00,,2025-07-22 09:58:00,,,6AM - 9AM,4.0,-22.0
396,6E2301,2025-07-22,Mumbai(BOM),Bhubaneswar(BBI),A21N(VT-ICY),01:59:00,2025-07-22 08:55:00,2025-07-22 09:20:00,2025-07-22 11:20:00,,2025-07-22 11:19:00,,,6AM - 9AM,25.0,-1.0
397,6E2347,2025-07-22,Mumbai(BOM),Ahmedabad(AMD),A20N(VT-IIL),00:51:00,2025-07-22 08:55:00,2025-07-22 09:46:00,2025-07-22 10:15:00,,2025-07-22 10:36:00,,,6AM - 9AM,51.0,21.0
398,AI2739,2025-07-22,Mumbai(BOM),Chennai(MAA),A20N(VT-TNF),01:37:00,2025-07-22 09:00:00,2025-07-22 09:17:00,2025-07-22 11:00:00,,2025-07-22 10:54:00,,,9AM - 12PM,17.0,-6.0
399,QP1518,2025-07-22,Mumbai(BOM),Cochin(COK),B38M(VT-YBB),01:31:00,2025-07-22 09:10:00,2025-07-22 11:52:00,2025-07-22 11:15:00,,2025-07-22 13:23:00,,,9AM - 12PM,162.0,128.0
400,6E6057,2025-07-22,Mumbai(BOM),Goa(GOX),A20N(VT-ISS),00:46:00,2025-07-22 09:15:00,2025-07-22 09:23:00,2025-07-22 10:30:00,,2025-07-22 10:09:00,,,9AM - 12PM,8.0,-21.0
401,AI645,2025-07-22,Mumbai(BOM),Jodhpur(JDH),A319(VT-SCF),01:20:00,2025-07-22 09:15:00,2025-07-22 09:27:00,2025-07-22 11:05:00,,2025-07-22 10:47:00,,,9AM - 12PM,12.0,-18.0
402,AI2863,2025-07-22,Mumbai(BOM),Bengaluru(BLR),A20N(VT-TQB),01:17:00,2025-07-22 09:20:00,2025-07-22 09:51:00,2025-07-22 11:00:00,,2025-07-22 11:08:00,,,9AM - 12PM,31.0,8.0
403,AI2960,2025-07-22,Mumbai(BOM),Delhi(DEL),A20N(VT-RIO),01:53:00,2025-07-22 09:25:00,2025-07-22 09:33:00,2025-07-22 11:40:00,,2025-07-22 11:26:00,,,9AM - 12PM,8.0,-14.0
404,S5161,2025-07-22,Mumbai(BOM),Kolhapur(KLH),E75L(VT-GSI),00:39:00,2025-07-22 09:30:00,2025-07-22 09:54:00,2025-07-22 10:35:00,,2025-07-22 10:33:00,,,9AM - 12PM,24.0,-2.0
405,BA134,2025-07-22,Mumbai(BOM),London(LHR),B772(G-YMMT),08:58:00,2025-07-22 09:30:00,2025-07-22 12:20:00,2025-07-22 14:55:00,,2025-07-22 16:48:00,,,9AM - 12PM,170.0,113.0
406,6E1305,2025-07-22,Mumbai(BOM),Doha(DOH),B38M(A7-BSE),02:51:00,2025-07-22 09:35:00,2025-07-22 11:10:00,2025-07-22 10:35:00,,2025-07-22 11:31:00,,,9AM - 12PM,95.0,56.0
407,AI2663,2025-07-22,Mumbai(BOM),Srinagar(SXR),A20N(VT-TNC),02:21:00,2025-07-22 09:40:00,2025-07-22 09:48:00,2025-07-22 12:40:00,,2025-07-22 12:09:00,,,9AM - 12PM,8.0,-31.0
408,6E2264,2025-07-22,Mumbai(BOM),Chandigarh(IXC),A20N(VT-IIX),01:50:00,2025-07-22 09:40:00,2025-07-22 10:12:00,2025-07-22 11:55:00,,2025-07-22 12:02:00,,,9AM - 12PM,32.0,7.0
409,6E1115,2025-07-22,Mumbai(BOM),Dhaka(DAC),A21N(VT-ICG),02:42:00,2025-07-22 09:40:00,2025-07-22 10:23:00,2025-07-22 13:10:00,,2025-07-22 13:35:00,,,9AM - 12PM,43.0,25.0
410,AI2579,2025-07-22,Mumbai(BOM),Udaipur(UDR),A20N(VT-TYB),01:06:00,2025-07-22 09:45:00,2025-07-22 10:25:00,2025-07-22 11:15:00,,2025-07-22 11:31:00,,,9AM - 12PM,40.0,16.0
411,6E5092,2025-07-22,Mumbai(BOM),Bengaluru(BLR),A21N(VT-NCQ),01:15:00,2025-07-22 09:50:00,2025-07-22 09:57:00,2025-07-22 12:00:00,,2025-07-22 11:12:00,,,9AM - 12PM,7.0,-48.0
