S.No,Flight Number,Date,From,To,Aircraft,Flight time,STD,ATD,STA,Unnamed: 10,ATA,Unnamed: 12,Unnamed: 13,__sheet__,dep_delay_min,arr_delay_min
186,6E5313,2025-07-20,Mumbai(BOM),Chennai(MAA),A21N(VT-ICQ),01:35:00,2025-07-20 09:55:00,2025-07-20 10:16:00,2025-07-20 12:00:00,,2025-07-20 11:50:00,,,9AM - 12PM,21.0,-10.0
187,AI2430,2025-07-20,Mumbai(BOM),Delhi(DEL),A20N(VT-TQN),01:42:00,2025-07-20 10:00:00,2025-07-20 10:08:00,2025-07-20 12:15:00,,2025-07-20 11:50:00,,,9AM - 12PM,8.0,-25.0
188,6E5165,2025-07-20,Mumbai(BOM),Kolkata(CCU),A21N(VT-ILI),02:25:00,2025-07-20 10:05:00,2025-07-20 10:10:00,2025-07-20 12:55:00,,2025-07-20 12:36:00,,,9AM - 12PM,5.0,-19.0
189,AI2877,2025-07-20,Mumbai(BOM),Hyderabad(HYD),A20N(VT-TQK),01:02:00,2025-07-20 10:05:00,2025-07-20 10:18:00,2025-07-20 11:35:00,,2025-07-20 11:20:00,,,9AM - 12PM,13.0,-15.0
190,AI2107,2025-07-20,Mumbai(BOM),Singapore(SIN),A21N(VT-TVF),05:27:00,2025-07-20 10:05:00,2025-07-20 12:02:00,2025-07-20 18:30:00,,2025-07-20 19:59:00,,,9AM - 12PM,117.0,89.0
191,WY202,2025-07-20,Mumbai(BOM),Muscat(MCT),B739(A4O-BT),02:04:00,2025-07-20 10:05:00,2025-07-20 13:19:00,2025-07-20 11:15:00,,2025-07-20 13:53:00,,,6AM - 9AM,194.0,158.0
192,6E791,2025-07-20,Mumbai(BOM),Jabalpur(JLR),A320(VT-IFN),01:29:00,2025-07-20 10:10:00,2025-07-20 10:20:00,2025-07-20 12:05:00,,2025-07-20 11:49:00,,,9AM - 12PM,10.0,-16.0
193,EK505,2025-07-20,Mumbai(BOM),Dubai(DXB),B77W(A6-EGP),02:22:00,2025-07-20 10:15:00,2025-07-20 10:34:00,2025-07-20 11:45:00,,2025-07-20 11:26:00,,,9AM - 12PM,19.0,-19.0
194,AI695,2025-07-20,Mumbai(BOM),Varanasi(VNS),A319(VT-SCV),01:57:00,2025-07-20 10:20:00,2025-07-20 10:39:00,2025-07-20 12:35:00,,2025-07-20 12:36:00,,,9AM - 12PM,19.0,1.0
195,6E5181,2025-07-20,Mumbai(BOM),Indore(IDR),A21N(VT-IBY),00:57:00,2025-07-20 10:20:00,2025-07-20 10:42:00,2025-07-20 11:45:00,,2025-07-20 11:39:00,,,9AM - 12PM,22.0,-6.0
196,6E521,2025-07-20,Mumbai(BOM),Durgapur(RDP),A20N(VT-IPD),02:18:00,2025-07-20 10:25:00,2025-07-20 10:27:00,2025-07-20 13:00:00,,2025-07-20 12:45:00,,,9AM - 12PM,2.0,-15.0
197,AI633,2025-07-20,Mumbai(BOM),Bhopal(BHO),A321(VT-PPO),01:07:00,2025-07-20 10:25:00,2025-07-20 10:44:00,2025-07-20 12:05:00,,2025-07-20 11:51:00,,,9AM - 12PM,19.0,-14.0
198,AI2994,2025-07-20,Mumbai(BOM),Delhi(DEL),A20N(VT-TNK),01:39:00,2025-07-20 10:30:00,2025-07-20 10:47:00,2025-07-20 12:45:00,,2025-07-20 12:26:00,,,9AM - 12PM,17.0,-19.0
199,6E535,2025-07-20,Mumbai(BOM),Darbhanga(DBR),A20N(VT-IIH),02:20:00,2025-07-20 10:35:00,2025-07-20 10:46:00,2025-07-20 13:05:00,,2025-07-20 13:06:00,,,9AM - 12PM,11.0,1.0
200,6E6118,2025-07-20,Mumbai(BOM),Tiruchirapalli(TRZ),A21N(VT-ICZ),01:37:00,2025-07-20 10:35:00,2025-07-20 10:50:00,2025-07-20 12:40:00,,2025-07-20 12:27:00,,,9AM - 12PM,15.0,-13.0
201,6E624,2025-07-20,Mumbai(BOM),Thiruvananthapuram(TRV),A21N(VT-IBJ),01:45:00,2025-07-20 10:35:00,2025-07-20 11:00:00,2025-07-20 12:50:00,,2025-07-20 12:45:00,,,9AM - 12PM,25.0,-5.0
202,6E6087,2025-07-20,Mumbai(BOM),Kannur(CNN),A20N(VT-IIA),01:17:00,2025-07-20 10:40:00,2025-07-20 11:05:00,2025-07-20 12:25:00,,2025-07-20 12:22:00,,,9AM - 12PM,25.0,-3.0
203,6E5321,2025-07-20,Mumbai(BOM),Rajkot(HSR),A21N(VT-IMI),00:47:00,2025-07-20 10:45:00,2025-07-20 10:53:00,2025-07-20 11:55:00,,2025-07-20 11:40:00,,,9AM - 12PM,8.0,-15.0
204,AI673,2025-07-20,Mumbai(BOM),Patna(PAT),A20N(VT-CIN),02:08:00,2025-07-20 10:50:00,2025-07-20 11:12:00,2025-07-20 13:20:00,,2025-07-20 13:21:00,,,9AM - 12PM,22.0,1.0
205,QP1529,2025-07-20,Mumbai(BOM),Darbhanga(DBR),B38M(VT-YAH),02:17:00,2025-07-20 10:55:00,2025-07-20 11:03:00,2025-07-20 13:30:00,,2025-07-20 13:20:00,,,9AM - 12PM,8.0,-10.0
206,VS355,2025-07-20,Mumbai(BOM),London(LHR),B789(G-VZIG),09:03:00,2025-07-20 10:55:00,2025-07-20 11:10:00,2025-07-20 16:15:00,,2025-07-20 15:44:00,,,9AM - 12PM,15.0,-31.0
207,6E673,2025-07-20,Mumbai(BOM),Cochin(COK),A21N(VT-ICO),01:36:00,2025-07-20 10:55:00,2025-07-20 11:24:00,2025-07-20 12:50:00,,2025-07-20 13:00:00,,,9AM - 12PM,29.0,10.0
208,QP1385,2025-07-20,Mumbai(BOM),Siliguri(IXB),B38M(VT-YAB),02:33:00,2025-07-20 11:00:00,2025-07-20 11:14:00,2025-07-20 14:05:00,,2025-07-20 13:47:00,,,9AM - 12PM,14.0,-18.0
209,AI2444,2025-07-20,Mumbai(BOM),Hyderabad(HYD),A20N(VT-TQE),01:05:00,2025-07-20 11:00:00,2025-07-20 11:15:00,2025-07-20 12:30:00,,2025-07-20 12:19:00,,,9AM - 12PM,15.0,-11.0
210,AI611,2025-07-20,Mumbai(BOM),Jaipur(JAI),A20N(VT-EXO),01:23:00,2025-07-20 11:00:00,2025-07-20 11:23:00,2025-07-20 12:55:00,,2025-07-20 12:46:00,,,9AM - 12PM,23.0,-9.0
211,AI647,2025-07-20,Mumbai(BOM),Jamnagar(JGA),A20N(VT-EXL),00:53:00,2025-07-20 11:00:00,2025-07-20 11:34:00,2025-07-20 12:25:00,,2025-07-20 12:26:00,,,9AM - 12PM,34.0,1.0
212,ET641,2025-07-20,Mumbai(BOM),Addis Ababa(ADD),B77L(ET-ANP),04:16:00,2025-07-20 11:05:00,2025-07-20 11:18:00,2025-07-20 14:00:00,,2025-07-20 13:04:00,,,9AM - 12PM,13.0,-56.0
213,SV771,2025-07-20,Mumbai(BOM),Jeddah(JED),B77W(HZ-AK29),04:07:00,2025-07-20 11:05:00,2025-07-20 11:28:00,2025-07-20 13:25:00,,2025-07-20 13:05:00,,,9AM - 12PM,23.0,-20.0
214,6E1157,2025-07-20,Mumbai(BOM),Kathmandu(KTM),A20N(VT-IJQ),02:10:00,2025-07-20 11:05:00,2025-07-20 11:33:00,2025-07-20 14:05:00,,2025-07-20 13:58:00,,,9AM - 12PM,28.0,-7.0
215,6E5316,2025-07-20,Mumbai(BOM),Bareilly(BEK),A20N(VT-IIX),01:54:00,2025-07-20 11:10:00,2025-07-20 11:21:00,2025-07-20 13:40:00,,2025-07-20 13:14:00,,,9AM - 12PM,11.0,-26.0
216,6E5307,2025-07-20,Mumbai(BOM),Goa(GOI),A21N(VT-IRV),00:47:00,2025-07-20 11:10:00,2025-07-20 11:31:00,2025-07-20 12:35:00,,2025-07-20 12:18:00,,,9AM - 12PM,21.0,-17.0
217,EY201,2025-07-20,Mumbai(BOM),Abu Dhabi(AUH),A320(A6-EIV),02:40:00,2025-07-20 11:10:00,2025-07-20 11:38:00,2025-07-20 13:00:00,,2025-07-20 12:48:00,,,9AM - 12PM,28.0,-12.0
218,6E6827,2025-07-20,Mumbai(BOM),Delhi(DEL),A21N(VT-ICF),01:43:00,2025-07-20 11:15:00,2025-07-20 11:30:00,2025-07-20 13:30:00,,2025-07-20 13:13:00,,,9AM - 12PM,15.0,-17.0
219,9I623,2025-07-20,Mumbai(BOM),Diu(DIU),AT7,—,2025-07-20 11:15:00,,2025-07-20 12:20:00,,2025-07-20 11:15:00,,,9AM - 12PM,,-65.0
220,AI2632,2025-07-20,Mumbai(BOM),Bengaluru(BLR),A20N(VT-TNU),01:21:00,2025-07-20 11:20:00,2025-07-20 11:41:00,2025-07-20 13:05:00,,2025-07-20 13:02:00,,,9AM - 12PM,21.0,-3.0
221,6E5217,2025-07-20,Mumbai(BOM),Bengaluru(BLR),A21N(VT-NCH),01:20:00,2025-07-20 11:30:00,2025-07-20 11:35:00,2025-07-20 13:20:00,,2025-07-20 12:55:00,,,9AM - 12PM,5.0,-25.0
222,SG2905,2025-07-20,Mumbai(BOM),Kandla(IXY),DH8D(VT-SQD),01:09:00,2025-07-20 11:30:00,2025-07-20 11:39:00,2025-07-20 13:00:00,,2025-07-20 12:48:00,,,9AM - 12PM,9.0,-12.0
223,AI2841,2025-07-20,Mumbai(BOM),Goa(GOI),A21N(VT-TVI),00:46:00,2025-07-20 11:30:00,2025-07-20 11:57:00,2025-07-20 12:45:00,,2025-07-20 12:43:00,,,9AM - 12PM,27.0,-2.0
224,AI2471,2025-07-20,Mumbai(BOM),Kolkata(CCU),A20N(VT-TQB),02:29:00,2025-07-20 11:40:00,2025-07-20 11:46:00,2025-07-20 14:30:00,,2025-07-20 14:15:00,,,9AM - 12PM,6.0,-15.0
225,AI2419,2025-07-20,Mumbai(BOM),Delhi(DEL),A20N(VT-EXU),01:42:00,2025-07-20 11:40:00,2025-07-20 11:56:00,2025-07-20 14:00:00,,2025-07-20 13:38:00,,,9AM - 12PM,16.0,-22.0
226,SQ421,2025-07-20,Mumbai(BOM),Singapore(SIN),B78X(9V-SCO),04:42:00,2025-07-20 11:45:00,2025-07-20 11:59:00,2025-07-20 19:50:00,,2025-07-20 19:11:00,,,9AM - 12PM,14.0,-39.0
227,6E5206,2025-07-20,Mumbai(BOM),Chennai(MAA),A21N(VT-ILH),01:38:00,2025-07-20 11:50:00,2025-07-20 12:25:00,2025-07-20 14:05:00,,2025-07-20 14:03:00,,,9AM - 12PM,35.0,-2.0
228,6E5097,2025-07-20,Mumbai(BOM),Hyderabad(HYD),A21N(VT-ICG),01:11:00,2025-07-20 11:55:00,2025-07-20 12:07:00,2025-07-20 13:35:00,,2025-07-20 13:17:00,,,9AM - 12PM,12.0,-18.0
229,6E5276,2025-07-20,Mumbai(BOM),Gwalior(GWL),A20N(VT-IVY),01:30:00,2025-07-20 12:00:00,2025-07-20 12:04:00,2025-07-20 14:00:00,,2025-07-20 13:34:00,,,9AM - 12PM,4.0,-26.0
230,AI2503,2025-07-20,Mumbai(BOM),Coimbatore(CJB),A20N(VT-RTN),01:36:00,2025-07-20 12:00:00,2025-07-20 12:05:00,2025-07-20 13:45:00,,2025-07-20 13:41:00,,,9AM - 12PM,5.0,-4.0
231,6E762,2025-07-21,Mumbai(BOM),Delhi(DEL),A21N(VT-NCR),01:36:00,2025-07-21 06:00:00,2025-07-21 06:10:00,2025-07-21 07:55:00,,2025-07-21 07:45:00,,,6AM - 9AM,10.0,-10.0
232,AI2509,2025-07-21,Mumbai(BOM),Chandigarh(IXC),A20N(VT-EXK),01:50:00,2025-07-21 06:00:00,2025-07-21 06:11:00,2025-07-21 08:10:00,,2025-07-21 08:01:00,,,6AM - 9AM,11.0,-9.0
233,AI2625,2025-07-21,Mumbai(BOM),Hyderabad(HYD),A20N(VT-TNU),01:07:00,2025-07-21 06:00:00,2025-07-21 06:22:00,2025-07-21 07:25:00,,2025-07-21 07:29:00,,,6AM - 9AM,22.0,4.0
234,6E5352,2025-07-21,Mumbai(BOM),Bengaluru(BLR),A21N(VT-NCQ),01:19:00,2025-07-21 06:05:00,2025-07-21 06:03:00,2025-07-21 07:55:00,,2025-07-21 07:22:00,,,6AM - 9AM,-2.0,-33.0
235,QP1891,2025-07-21,Mumbai(BOM),Srinagar(SXR),B38M(VT-YAF),02:27:00,2025-07-21 06:05:00,2025-07-21 06:29:00,2025-07-21 08:45:00,,2025-07-21 08:56:00,,,6AM - 9AM,24.0,11.0
236,6E5349,2025-07-21,Mumbai(BOM),Nagpur(NAG),A21N(VT-ICZ),01:09:00,2025-07-21 06:10:00,2025-07-21 06:30:00,2025-07-21 07:45:00,,2025-07-21 07:40:00,,,6AM - 9AM,20.0,-5.0
237,6E1185,2025-07-21,Mumbai(BOM),Colombo(CMB),A20N(VT-IQI),02:02:00,2025-07-21 06:10:00,2025-07-21 07:14:00,2025-07-21 08:45:00,,2025-07-21 09:16:00,,,6AM - 9AM,64.0,31.0
238,QO342,2025-07-21,Mumbai(BOM),Delhi(DEL),B738(VT-BAZ),01:38:00,2025-07-21 06:15:00,2025-07-21 06:13:00,2025-07-21 08:25:00,,2025-07-21 07:52:00,,,6AM - 9AM,-2.0,-33.0
239,6E6794,2025-07-21,Mumbai(BOM),Udaipur(UDR),A21N(VT-IBO),01:05:00,2025-07-21 06:15:00,2025-07-21 06:31:00,2025-07-21 07:40:00,,2025-07-21 07:36:00,,,6AM - 9AM,16.0,-4.0
240,6E5223,2025-07-21,Mumbai(BOM),Raipur(RPR),A21N(VT-ICO),01:41:00,2025-07-21 06:20:00,2025-07-21 06:46:00,2025-07-21 08:15:00,,2025-07-21 08:26:00,,,6AM - 9AM,26.0,11.0
241,6E446,2025-07-21,Mumbai(BOM),Ahmedabad(AMD),A20N(VT-IXN),00:50:00,2025-07-21 06:20:00,2025-07-21 06:50:00,2025-07-21 07:40:00,,2025-07-21 07:40:00,,,6AM - 9AM,30.0,0.0
242,6E5188,2025-07-21,Mumbai(BOM),Chennai(MAA),A21N(VT-IUO),01:34:00,2025-07-21 06:25:00,2025-07-21 06:43:00,2025-07-21 08:30:00,,2025-07-21 08:17:00,,,6AM - 9AM,18.0,-13.0
243,OV760,2025-07-21,Mumbai(BOM),Muscat(MCT),A20N(A4O-OVG),01:56:00,2025-07-21 06:25:00,2025-07-21 06:48:00,2025-07-21 07:25:00,,2025-07-21 07:14:00,,,6AM - 9AM,23.0,-11.0
244,GF57,2025-07-21,Mumbai(BOM),Bahrain(BAH),A21N(A9C-XD),02:53:00,2025-07-21 06:30:00,2025-07-21 09:29:00,2025-07-21 07:30:00,,2025-07-21 09:52:00,,,6AM - 9AM,179.0,142.0
245,AI2603,2025-07-21,Mumbai(BOM),Bengaluru(BLR),A20N(VT-RTK),01:17:00,2025-07-21 06:35:00,2025-07-21 06:49:00,2025-07-21 08:30:00,,2025-07-21 08:06:00,,,6AM - 9AM,14.0,-24.0
246,6E1601,2025-07-21,Mumbai(BOM),Jakarta(CGK),A20N(VT-IIX),06:11:00,2025-07-21 06:35:00,2025-07-21 07:11:00,2025-07-21 14:50:00,,2025-07-21 14:51:00,,,6AM - 9AM,36.0,1.0
247,AI2428,2025-07-21,Mumbai(BOM),Delhi(DEL),A20N(VT-TNJ),01:47:00,2025-07-21 06:40:00,2025-07-21 06:53:00,2025-07-21 08:45:00,,2025-07-21 08:40:00,,,6AM - 9AM,13.0,-5.0
248,6E 294,2025-07-21,Mumbai(BOM),Indore(IDR),A21N(VT-IRZ),00:54:00,2025-07-21 06:40:00,2025-07-21 06:54:00,2025-07-21 08:00:00,,2025-07-21 07:48:00,,,6AM - 9AM,14.0,-12.0
249,TK721,2025-07-21,Mumbai(BOM),Istanbul(IST),A333(TC-LND),05:58:00,2025-07-21 06:40:00,2025-07-21 07:32:00,2025-07-21 10:55:00,,2025-07-21 11:00:00,,,6AM - 9AM,52.0,5.0
250,AI2771,2025-07-21,Mumbai(BOM),Kolkata(CCU),A20N(VT-TNQ),02:30:00,2025-07-21 06:45:00,2025-07-21 06:57:00,2025-07-21 09:30:00,,2025-07-21 09:27:00,,,6AM - 9AM,12.0,-3.0
251,IX1069,2025-07-21,Mumbai(BOM),Jaipur(JAI),B38M(VT-BXH),01:26:00,2025-07-21 06:45:00,2025-07-21 07:42:00,2025-07-21 08:40:00,,2025-07-21 09:08:00,,,6AM - 9AM,57.0,28.0
252,SG115,2025-07-21,Mumbai(BOM),Darbhanga(DBR),B738(VT-SLG),02:16:00,2025-07-21 06:50:00,2025-07-21 07:00:00,2025-07-21 09:15:00,,2025-07-21 09:15:00,,,6AM - 9AM,10.0,0.0
253,AI601,2025-07-21,Mumbai(BOM),Bhuj(BHJ),A20N(VT-CIG),01:02:00,2025-07-21 06:50:00,2025-07-21 07:05:00,2025-07-21 08:05:00,,2025-07-21 08:07:00,,,6AM - 9AM,15.0,2.0
254,AI2821,2025-07-21,Mumbai(BOM),Chennai(MAA),A20N(VT-EXV),01:43:00,2025-07-21 06:50:00,2025-07-21 07:09:00,2025-07-21 08:55:00,,2025-07-21 08:52:00,,,6AM - 9AM,19.0,-3.0
255,AI2873,2025-07-21,Mumbai(BOM),Hyderabad(HYD),A20N(VT-TNP),01:03:00,2025-07-21 07:00:00,2025-07-21 07:02:00,2025-07-21 08:40:00,,2025-07-21 08:06:00,,,6AM - 9AM,2.0,-34.0
256,6E 301,2025-07-21,Mumbai(BOM),Delhi(DEL),A21N(VT-NCM),01:42:00,2025-07-21 07:00:00,2025-07-21 07:19:00,2025-07-21 09:10:00,,2025-07-21 09:00:00,,,6AM - 9AM,19.0,-10.0
257,6E6133,2025-07-21,Mumbai(BOM),Rajkot(HSR),A21N(VT-IRV),00:48:00,2025-07-21 07:05:00,2025-07-21 07:08:00,2025-07-21 08:15:00,,2025-07-21 07:56:00,,,6AM - 9AM,3.0,-19.0
258,QP1410,2025-07-21,Mumbai(BOM),Delhi(DEL),B38M(VT-YAP),01:43:00,2025-07-21 07:05:00,2025-07-21 07:29:00,2025-07-21 09:20:00,,2025-07-21 09:12:00,,,6AM - 9AM,24.0,-8.0
259,6E5246,2025-07-21,Mumbai(BOM),Hyderabad(HYD),A21N(VT-IBY),01:05:00,2025-07-21 07:20:00,2025-07-21 07:20:00,2025-07-21 08:50:00,,2025-07-21 08:24:00,,,6AM - 9AM,0.0,-26.0
260,6E5172,2025-07-21,Mumbai(BOM),Bhopal(BHO),A20N(VT-IIS),01:06:00,2025-07-21 07:25:00,2025-07-21 07:27:00,2025-07-21 09:00:00,,2025-07-21 08:33:00,,,6AM - 9AM,2.0,-27.0
261,6E5284,2025-07-21,Mumbai(BOM),Goa(GOX),A20N(VT-IPD),00:50:00,2025-07-21 07:25:00,2025-07-21 07:41:00,2025-07-21 08:35:00,,2025-07-21 08:31:00,,,6AM - 9AM,16.0,-4.0
262,AI623,2025-07-21,Mumbai(BOM),Cochin(COK),A20N(VT-EXN),01:43:00,2025-07-21 07:25:00,2025-07-21 07:43:00,2025-07-21 09:30:00,,2025-07-21 09:26:00,,,6AM - 9AM,18.0,-4.0
263,AI2183,2025-07-21,Mumbai(BOM),Dhaka(DAC),A20N(VT-TNR),02:52:00,2025-07-21 07:25:00,2025-07-21 08:23:00,2025-07-21 10:45:00,,2025-07-21 11:45:00,,,6AM - 9AM,58.0,60.0
264,6E5296,2025-07-21,Mumbai(BOM),Bengaluru(BLR),A21N(VT-NCK),01:18:00,2025-07-21 07:30:00,2025-07-21 07:46:00,2025-07-21 09:30:00,,2025-07-21 09:04:00,,,6AM - 9AM,16.0,-26.0
265,6E5108,2025-07-21,Mumbai(BOM),Coimbatore(CJB),A20N(VT-IVE),01:28:00,2025-07-21 07:35:00,2025-07-21 07:48:00,2025-07-21 09:30:00,,2025-07-21 09:16:00,,,6AM - 9AM,13.0,-14.0
266,6E6543,2025-07-21,Mumbai(BOM),Varanasi(VNS),A21N(VT-IMM),01:50:00,2025-07-21 07:40:00,2025-07-21 07:54:00,2025-07-21 09:55:00,,2025-07-21 09:44:00,,,6AM - 9AM,14.0,-11.0
267,AI2851,2025-07-21,Mumbai(BOM),Bengaluru(BLR),A20N(VT-TQX),01:20:00,2025-07-21 07:40:00,2025-07-21 08:08:00,2025-07-21 09:45:00,,2025-07-21 09:28:00,,,6AM - 9AM,28.0,-17.0
268,AI2354,2025-07-21,Mumbai(BOM),Bangkok(BKK),A20N(VT-RTU),04:16:00,2025-07-21 07:45:00,2025-07-21 08:01:00,2025-07-21 13:35:00,,2025-07-21 13:46:00,,,6AM - 9AM,16.0,11.0
269,AI2970,2025-07-21,Mumbai(BOM),Delhi(DEL),A20N(VT-TQN),01:41:00,2025-07-21 07:45:00,2025-07-21 08:45:00,2025-07-21 09:55:00,,2025-07-21 10:25:00,,,6AM - 9AM,60.0,30.0
270,6E5329,2025-07-21,Mumbai(BOM),Kolkata(CCU),A21N(VT-IBM),02:25:00,2025-07-21 07:45:00,2025-07-21 08:52:00,2025-07-21 10:45:00,,2025-07-21 11:17:00,,,6AM - 9AM,67.0,32.0
271,QP1524,2025-07-21,Mumbai(BOM),Lucknow(LKO),B38M(VT-YAM),01:43:00,2025-07-21 07:45:00,2025-07-21 09:03:00,2025-07-21 10:00:00,,2025-07-21 10:45:00,,,6AM - 9AM,78.0,45.0
272,6E5305,2025-07-21,Mumbai(BOM),Siliguri(IXB),A20N(VT-IIH),02:37:00,2025-07-21 07:50:00,2025-07-21 08:37:00,2025-07-21 10:55:00,,2025-07-21 11:14:00,,,6AM - 9AM,47.0,19.0
273,6E333,2025-07-21,Mumbai(BOM),Delhi(DEL),A21N(VT-NCJ),01:43:00,2025-07-21 08:05:00,2025-07-21 08:59:00,2025-07-21 10:15:00,,2025-07-21 10:42:00,,,6AM - 9AM,54.0,27.0
274,6E1451,2025-07-21,Mumbai(BOM),Dubai(DXB),A20N(VT-IZE),02:26:00,2025-07-21 08:10:00,2025-07-21 09:16:00,2025-07-21 09:40:00,,2025-07-21 10:12:00,,,6AM - 9AM,66.0,32.0
275,6E5204,2025-07-21,Mumbai(BOM),Chennai(MAA),A21N(VT-IBF),01:31:00,2025-07-21 08:15:00,2025-07-21 09:08:00,2025-07-21 10:10:00,,2025-07-21 10:39:00,,,6AM - 9AM,53.0,29.0
276,6E6258,2025-07-21,Mumbai(BOM),Goa(GOX),A21N(VT-ICK),00:49:00,2025-07-21 08:15:00,2025-07-21 09:11:00,2025-07-21 09:30:00,,2025-07-21 10:00:00,,,6AM - 9AM,56.0,30.0
277,6E532,2025-07-21,Mumbai(BOM),Tirupati(TIR),A21N(VT-ICG),01:39:00,2025-07-21 08:30:00,2025-07-21 09:25:00,2025-07-21 10:20:00,,2025-07-21 11:04:00,,,6AM - 9AM,55.0,44.0
278,6E5281,2025-07-21,Mumbai(BOM),Jaipur(JAI),A20N(VT-IQA),01:25:00,2025-07-21 08:35:00,2025-07-21 11:01:00,2025-07-21 10:25:00,,2025-07-21 12:26:00,,,6AM - 9AM,146.0,121.0
279,6E1011,2025-07-21,Mumbai(BOM),Singapore(SIN),A21N(VT-ILX),05:25:00,2025-07-21 08:40:00,2025-07-21 10:22:00,2025-07-21 17:20:00,,2025-07-21 18:17:00,,,6AM - 9AM,102.0,57.0
280,QP1781,2025-07-21,Mumbai(BOM),Ahmedabad(AMD),B38M(VT-YBC),00:57:00,2025-07-21 08:40:00,2025-07-21 10:38:00,2025-07-21 10:00:00,,2025-07-21 11:35:00,,,6AM - 9AM,118.0,95.0
281,AI2432,2025-07-21,Mumbai(BOM),Delhi(DEL),A20N(VT-TQP),01:40:00,2025-07-21 08:45:00,2025-07-21 09:19:00,2025-07-21 10:55:00,,2025-07-21 10:58:00,,,6AM - 9AM,34.0,3.0
282,6E5193,2025-07-21,Mumbai(BOM),Bengaluru(BLR),A21N(VT-IWQ),01:13:00,2025-07-21 08:45:00,2025-07-21 09:28:00,2025-07-21 10:45:00,,2025-07-21 10:41:00,,,6AM - 9AM,43.0,-4.0
283,6E6674,2025-07-21,Mumbai(BOM),Mangaluru(IXE),A20N(VT-IIW),01:08:00,2025-07-21 08:50:00,2025-07-21 10:42:00,2025-07-21 10:20:00,,2025-07-21 11:49:00,,,6AM - 9AM,112.0,89.0
284,6E2347,2025-07-21,Mumbai(BOM),Ahmedabad(AMD),A20N(VT-IPW),01:02:00,2025-07-21 08:55:00,2025-07-21 10:20:00,2025-07-21 10:15:00,,2025-07-21 11:23:00,,,6AM - 9AM,85.0,68.0
285,6E2301,2025-07-21,Mumbai(BOM),Bhubaneswar(BBI),A21N(VT-ICL),02:03:00,2025-07-21 08:55:00,2025-07-21 10:32:00,2025-07-21 11:20:00,,2025-07-21 12:35:00,,,6AM - 9AM,97.0,75.0
286,AI2739,2025-07-21,Mumbai(BOM),Chennai(MAA),A20N(VT-TQJ),01:35:00,2025-07-21 09:00:00,2025-07-21 09:40:00,2025-07-21 11:00:00,,2025-07-21 11:14:00,,,9AM - 12PM,40.0,14.0
287,QP1518,2025-07-21,Mumbai(BOM),Cochin(COK),B38M(VT-YAF),01:33:00,2025-07-21 09:10:00,2025-07-21 15:00:00,2025-07-21 11:15:00,,2025-07-21 16:33:00,,,9AM - 12PM,350.0,318.0
288,AI645,2025-07-21,Mumbai(BOM),Jodhpur(JDH),A20N(VT-EXQ),01:17:00,2025-07-21 09:15:00,2025-07-21 10:58:00,2025-07-21 11:05:00,,2025-07-21 12:15:00,,,9AM - 12PM,103.0,70.0
289,6E6057,2025-07-21,Mumbai(BOM),Goa(GOX),A20N(VT-IXO),00:47:00,2025-07-21 09:15:00,2025-07-21 11:32:00,2025-07-21 10:30:00,,2025-07-21 12:18:00,,,9AM - 12PM,137.0,108.0
290,AI2863,2025-07-21,Mumbai(BOM),Bengaluru(BLR),A20N(VT-TNS),01:21:00,2025-07-21 09:20:00,2025-07-21 10:44:00,2025-07-21 11:00:00,,2025-07-21 12:05:00,,,9AM - 12PM,84.0,65.0
291,AI2960,2025-07-21,Mumbai(BOM),Delhi(DEL),A20N(VT-EXG),01:45:00,2025-07-21 09:25:00,2025-07-21 10:36:00,2025-07-21 11:40:00,,2025-07-21 12:21:00,,,9AM - 12PM,71.0,41.0
292,BA134,2025-07-21,Mumbai(BOM),London(LHR),B772(G-YMMT),08:51:00,2025-07-21 09:30:00,2025-07-21 12:55:00,2025-07-21 14:55:00,,2025-07-21 17:16:00,,,9AM - 12PM,205.0,141.0
293,S5161,2025-07-21,Mumbai(BOM),Kolhapur(KLH),E75L(VT-GSI),00:39:00,2025-07-21 09:30:00,2025-07-21 13:03:00,2025-07-21 10:35:00,,2025-07-21 13:42:00,,,9AM - 12PM,213.0,187.0
294,6E1305,2025-07-21,Mumbai(BOM),Doha(DOH),A20N(VT-IXH),02:47:00,2025-07-21 09:35:00,2025-07-21 15:57:00,2025-07-21 10:35:00,,2025-07-21 16:14:00,,,9AM - 12PM,382.0,339.0
295,AI2663,2025-07-21,Mumbai(BOM),Srinagar(SXR),A20N(VT-TNF),02:23:00,2025-07-21 09:40:00,2025-07-21 11:45:00,2025-07-21 12:40:00,,2025-07-21 14:08:00,,,9AM - 12PM,125.0,88.0
296,6E1115,2025-07-21,Mumbai(BOM),Dhaka(DAC),A21N(VT-ICY),02:52:00,2025-07-21 09:40:00,2025-07-21 12:23:00,2025-07-21 13:10:00,,2025-07-21 15:45:00,,,9AM - 12PM,163.0,155.0
297,6E2264,2025-07-21,Mumbai(BOM),Chandigarh(IXC),A20N(VT-IIU),01:54:00,2025-07-21 09:40:00,2025-07-21 12:42:00,2025-07-21 11:55:00,,2025-07-21 14:36:00,,,9AM - 12PM,182.0,161.0
298,AI2579,2025-07-21,Mumbai(BOM),Udaipur(UDR),A20N(VT-TYB),01:03:00,2025-07-21 09:45:00,2025-07-21 14:16:00,2025-07-21 11:15:00,,2025-07-21 15:19:00,,,9AM - 12PM,271.0,244.0
